"No","Judul","Topik","Abstrak","",""
"271","KONTROL PROPORTIONAL INTEGRAL (PI) PADA ROBOT LINE FOLLOWER","Robotika","Dalam penelitian ini dibahas tentang pengimplematasian sistem kontrol PI (proportional Integral), pada sistem
gerak robot line follower menggunakan motor DC berbasis mikrokontroller Atmega 328a, menggunakan 8
sensor garis dengan memanfaatkan LED dan Photodioda, kontrol PI mampu menghasilkan gerak robot
mengikuti garis dengan gerak lebih presisi dibanding dengan hanya mempergunkan kontrol P saja, dengan
menentukan konstanta Kp dan Ki kecepatan motor terjaga pada nilai yang diinginkan, gerakan robot mengikuti
garis sesuai dengan kecepatan dan kestabilan posisi.
Kata Kunci: robot, line follower, kontrol proportional, integral, mikrokontroller","",""
"272","OPTIMASI REALTIME CONTROL SYSTEM PADA NAVIGASI MOBILE ROBOT","Robotika","Teknologi komputer, terutama robotika di masa sekarang sudah menjadi bagian penting dalam kehidupan manusia. Robot adalah peralatan eletro-mekanik atau biomekanik, atau gabungan peralatan yang menghasilkan gerakan yang otonomi maupun gerakan berdasarkan gerakan yang diperintahkan. Robot dalam beberapa hal dapat menggatikan peran manusia, hal ini terihat pada robot-robot yang diterapkan dalam berbagai bidang seperti industri, kesehatan (health), pertahanan (defense), pertanian (agriculture), penelitian (research), permainan (game), dan lain-lain. Dalam industri modern, robot telah mengambil alih posisi para pekerja di pabrik-pabrik. Misalnya dalam industri automotif, alat elektronik, peranti komputer, robot telah menjadi penggerak utama dari industri ini. Alasan utama penggunaan robot adalah karena, robot dalam kondisi tertentu (syarat minimum operasi terpenuhi) dapat menjadi pekerja yang ideal, robot memiliki tingkat akurasi dan efisiensi yang tinggi, serta yang lebih penting adalah biaya operasinya rendah dengan output yang dihasilkan lebih tinggi.
Kata kunci: navigasi, realtime, mobile robot.","",""
"273","Pelatihan Robot Line Tracer Analog untuk Meningkatkan Prestasi Siswa Madrasah Ibtidaiyah Muhammadiyah Wonorejo 27 Surabaya","Robotika","Salah satu teknologi robotika yang banyak digunakan adalah robot penjejak garis atau yang lebih sering disebut robot line tracer atau line follower. Selain dimanfaatkan untuk membantu pekerjaan, robot juga menjadi salah satu kegiatan ekstrakurikuler di tingkat Sekolah Dasar (SD). Kegiatan ekstrakurikuler robotika memberikan dampak positif terhadap ketrampilan berpikir kreatif siswa usia SD. Selain itu, mempelajari robotika berhubungan dengan pelajaran matematika, fisika, sain dan teknologi, dan komputer dan pemrograman. Madrasah Ibtidaiyah (MI) Muhammadiyah 27 Surabaya merupakan salah satu sekolah dasar modern yang berbasis pesantren yang berlokasi di Rungkut, Surabaya. Ektrakurikuler Robotika pada madrasah ini berdiri sejak Desember 2018. Karena termasuk ektrakurikuler baru, maka untuk prestasi mungkin masih sebatas keberhasilan pembuatan robot line tracer analog (LTA) setelah beberapa bulan mengikuti kegiatan ekstra. Selain itu untuk fasilitas yang disediakan pun masih terbilang cukup minim untuk kegiatan belajar mengajar sehingga agak sulit menyampaikan materi robotika yang cukup berat jika tidak diimbangi dengan peralatan dan fasilitas yang memadai. Pada pengabdian masyarakat ini dilaksanakan kegiatan pelatihan robot LTA untuk siswa MI Muhammadiyah 27 Surabaya. Kegiatan terdiri dari penyampaian materi dan praktik. Kegiatan diikuti oleh beberapa siswa dan guru dari semua tingkatan kelas. Terdapat lima robot yang berhasil dirakit untuk diuji pada lintasan yang telah disediakan.
Kata Kunci: pelatihan robot, line tracer analog, MI Muhammadiyah 27 Surabaya","",""
"274","Kendali Logika Fuzzy pada Car Like Mobile Robot (CLMR) Penjejak Garis","Robotika","Makalah ini memaparkan perancangan sistem kendali logika fuzzy untuk
mengatur kecepatan dan arah sudut steering pada car like mobile robot (CLMR)
dengan menggunakan metode Ackermann steering. CLMR penjejak garis
dirancang menggunakan 16 buah photodiode, dan terdapat 7 buah membership
fuzzfikasi dari pembacaan error dan last error sehingga terbentuk 49 aturan.
Untuk menguji perfoma kendali fuzzy pada sistem CLMR dalam mengikuti
lintasan garis maka dilakukan pengujian dengan bentuk lintasan berupa garis
lurus dan berbelok serta zig-zag dalam satu lintasan putar. Proses variasi nilai
keanggotaan fuzzifikasi masukan dan defuzzifikasi keluaran dilakukan sebanyak
lima kali. Dari hasil pengujian diperoleh bahwa kendali logika fuzzy yang
diaplikasikan pada sistem mampu membuat pergerakan CLMR sukses mengikuti
lintasan uji selama 9,38 detik lebih baik 0,53 detik dari kendali PID. Selanjutnya,
hasil rancangan sistem CLMR ini merupakan sebuah prototipe self-driving car.
Kata kunci: car like mobile robot, robot penjejak garis, fuzzy, self-driving car","",""
"275","PEMBELAJARAN BERBASIS STEM MELALUI PELATIHAN ROBOTIKA","Robotika","Telah dilakukan pelatihan robotika di salah satu SMA Kota Bandung. Pelatihan robotika ini menjadi salah satu media untuk mengajarkan pelajaran fisika. Melalui robotika dapat menumbuhkan pendidikan STEM (science, technology, engineering and mathematics) dan meningkatkan kemampuan berpikir logis, kreatif, inovatif, problem solving, dan kemampuan bekerjasama dalam tim. Metode dalam penelitian ini adalah Pre-Experimental Design, metode deskriptif melalui observasi, penilaian angket, dan wawancara siswa. Hasil yang diperoleh ialah sebanyak 90% siswa dapat memahami materi pengenalan arduino, sinyal analog, dan pengenalan bahasa pemrograman. Sebanyak 98% sudah mampu merakit robot. Sebanyak 95% dapat menginput dan mengkoneksikan bahasa pemrograman ke dalam bluetooth untuk dihubungkan ke robot. Sebanyak 85% siswa memahami cara menganalisis data melalui grafik dan memverifikasinya dengan data dari robot.
Kata Kunci: robotika, fisika, STEM","",""
"276","Pendeteksi Wajah Secara Real Time pada 2 Degree of Freedom (DOF) Kepala Robot Menggunakan Deep Integral Image Cascade","Robotika","Teknologi Robot merupakan karya terbaik yang sangat penting bagi kehidupan manusia modern saat ini untuk mempermudah semua pekerjaan manusia. Perkembangan dunia robot saat ini akan difokuskan pada robot yang memiliki fitur mirip manusia. Bahkan diharapkan memiliki kemampuan berinteraksi dan berperilaku seperti manusia yaitu robot humanoid, mekanisme dari gerakan robot humanoid memiliki derajat kebebasan Degree of Freedom (DOF). Layaknya pada manusia robot diberi kemampuan penglihatan untuk mendeteksi adanya objek yang ditangkap secara real time Penelitian kepala robot 2 degree of freedom (DOF) untuk pendeteksi wajah secara real time menggunakan metode Deep Integral Image Cascade untuk deteksi wajahnya. Untuk keakurasian pendeteksi wajah dengan real time pada penelitian ini dengan pengujian akurasi terbesar adalah 95,25% dengan waktu respons pendeteksi tercepat 7 detik dengan waktu terlama 8,55 second rata-rata data citra semuanya tidak terdeteksi dengan benar
Kata kunci: Raspberry pi, Pendeteksi wajah, Degree of freedom, Haar cascade classifier, Robot kepala","",""
"277","Penentuan Peserta Tim Robot Menggunakan Perspektif Knowledge Management dan Pendekatan Metode AHP (Studi Kasus Laboratorium Robotika Universitas XYZ)","Robotika","Adanya pertimbangan terhadap peningkatan kualitas SDM tim robot yang terdiri dari mahasiswa di Laboratorium Robotika Universitas XYZ yang dapat memberikan kontribusi maksimum terhadap kesesuaian perkembangan teknologi yang sedang berkembang sekarang maupun yang akan datang serta meningkatkan keterampilan organisasi pada personil tim robot yang nantinya mereka akan bekerja di dunia industri. Penelitian ini secara umum bertujuan untuk menentukan kualitas peserta tim robot dengan menggunakan pendekatan metode AHP dan menggunakan knowledge management untuk meningkatkan skill dan daya saing pada setiap personil tim robot di Universitas XYZ. Terciptanya kemampuan setiap personil tim robot yang dapat mengembangkan ilmu pengetahuan dan teknologinya sehingga memliki daya saing tinggi baik dalam bidang ilmu teknologi maupun ilmu organisasi sehingga memiliki kinerja yang handal dan layak untuk mengikuti kontes robot Indonesia (KRI). Dalam penelitian ini, metode untuk menentukan kualitas peserta tim robot dengan menggunakan pendekatan metode Analytical Hierarchy Process (AHP) dan Knowledge management.Hasil penelitian ini terdapat 3 faktor urutan penentu pemilihan mahasiswa yang berkompetensi attitude sebesar 34,8% sebagai faktor utama kemudian knowledge sebesar33,1% dan skill prioritas terakhir sebesar 32% sesuai dengan jawaban responden.
Kata kunci : Kualitas peserta, Analytical Hierarchy Process (AHP), Knowledge Management","",""
"278","PENGEMBANGAN MEDIA “AGUS TRAINER” UNTUK PEMBELAJARAN ROBOTIKA","Robotika","Penelitian ini bertujuan untuk 1) Menciptakan media AGUS Trainer (Arduino General Unit Sensor) yang layak untuk meningkatkan pemahaman belajar robotika, 2) Mengetahui keefektifan “AGUS TRAINER” dalam meningkatkan hasil belajar robotika di program studi Pendidikan Teknik Informatika dan Komputer (PTIK). Metode penelitian yang digunakan adalah penelitian pengembangan R & D (Research and Development). Prosedur pengembangan produk media yang digunakan adalah langkah-langkah pengembangan produk adopsi dari model pengembangan ADDIE. Langkah-langkah pengembangan produk “AGUS TRAINER mencakup (1) analisis kebutuhan media pembelajaran robotika; (2) desain media trainer sensor robotika berbasis mikrokontroler Arduino ; (3) pengembangan media trainer sensor robotika ; (4) implemetasi media trainer sensor robotika sebagai bahan belajar (produk); dan (5) evaluasi penggunaan media trainer sensor pada pembelajaran robotika di Program studi Pendidikan teknik informatika dan Komputer (PTIK) FKIP Universitas Sebelas Maret Surakarta. Keunggulan media trainer sensor robotika ini adalah menciptakan pembelajaran yang berlangsung efektif, yang lebih memperhatikan elemen bagaimana orang belajar dan menggabungkan pengetahuan ketika mengembangkan sistem sesuai tujuan pembelajaran tertentu yang akan dicapai.
Kata kunci: Robotika, Trainer sensor, Arduino","",""
"279","PENGEMBANGAN MEDIA PEMBELAJARAN ROBOTIKA MENGGUNAKAN MOBILE ROBOT MANIPULATOR BERBASIS KOMUNIKASI DATA WI-FI DENGAN PROTOKOL TCP IP","Robotika","Penelitian ini bertujuan untuk: (1) mengetahui pengembangan robot manipulator, (2) mengetahui unjuk kerja robot manipulator, (3) mengetahui tingkat kelayakan robot manipulator, (4) mengetahui pencapaian hasil belajar peserta didik pada mata kuliah Praktik Robotika. Penelitian ini merupakan jenis penelitian Research and Development dengan model ADDIE. Metode pengumpulan data menggunakan angket dan tes berupa pretest dan posttest. Pengujian kelayakan produk dilakukan oleh ahli media, ahli materi, dan mahasiswa Pendidikan Teknik Mekatronika yang sedang menempuh mata kuliah praktik robotika. Teknik analisis data menggunakan analisis deskriptif. Hasil penelitian ini adalah: (1) pengembangan sistem komunikasi robot manipulator menggunakan protokol TCP/IP client-server, algoritma pengolahan citra digital menggunakan beberapa metode yaitu thresholding, gaussian blur, dilation, erosion, dan circle hough transform, (2) aplikasi server robot manipulator dapat berkomunikasi dengan aplikasi client pada PC pengguna dengan persentase keberhasilan 100%, robot manipulator dapat menentukan arah objek melalui kamera dengan mengukur posisi koordinat x, y, dan radius objek berdasarkan pemetaan matriks gambar 8 x 6, robot manipulator dapat mendeteksi objek dengan jarak maksimum 1 meter. (3) tingkat kelayakan robot manipulator berdasarkan penilaian oleh ahli media mendapatkan persentase 88,8% dengan kategori “sangat layak”, penilaian oleh ahli materi mendapatkan persentase 83,13% dengan kategori “sangat layak”, dan penilaian oleh peserta didik mendapatkan persentase 85 % dengan kategori “sangat layak”, (4) hasil penilaian pretest mendapatkan nilai rata-rata 30,35, sedangkan hasil penilaian posttest mendapatkan nilai rata-rata 60,71 yang berarti penggunaan robot manipulator sebagai media pembelajaran dapat meningkatkan nilai rata-rata sebesar 30,35.
Kata kunci: Robot Manipulator, ADDIE, Praktik Robotika","",""
"280","PENGEMBANGAN MEDIA TRAINER KIT MOBILE ROBOT QUADCOPTER PADA MATA KULIAH ROBOTIKA JURUSAN TEKNIK ELEKTRO FAKULTAS TEKNIK UNIVERSITAS NEGERI MALANG","Robotika","Media pembelajaran mata kuliah yang bersifat praktikum berupa trainer kit
mobile robot quadcopter merupakan salah satu potensi yang dapat digunakan mahasiswa
dalam mengenal perkembangan teknologi robot penjelajah udara. Kendala yang dihadapi
pada proses pembelajaran Robotika adalah belum tersedianya media trainer robot
penjelajah udara atau UAV.Tujuan pengembangan ini, yaitu 1) merencanakan, membuat,
serta menguji kelayakan media Trainer Kit Mobile Robot Quadcopter; 2) merencanakan,
membuat, serta menguji kelayakan buku manual sebagai petunjuk penggunaan trainer; 3)
merencanakan, membuat, serta menguji kelayakan modul praktikum sebagai bahan ajar
pembelajaran.Model penelitian dan pengembangan yang digunakan adalah model ADDIE.
Media pembelajaran yang dihasilkan berupa media trainer kit mobile robot quadcopter,
buku manual sebagai petunjuk penggunaan trainer, dan modul praktikum sebagai bahan ajar
kegiatan pembelajaran.Uji coba ditujukan kepada ahli media, ahli materi, serta mahasiswa
S1 Pendidikan Teknik Elektro dan D3 Teknik Elektronika yang sudah menempuh mata
kuliah Robotika. Uji coba dilaksanakan untuk mengetahui tingkat kelayakan dari media
trainer yang telah dikembangkan.Hasil uji coba dari ahli materi mendapatkan persentase
93%, uji coba ahli media mendapatkan persentase 92%, sedangkan uji coba pemakaian
mendapatkan persentase sebesar 88,86%. Berdasarkan hasil uji coba, produk
pengembangan berupa trainer kit mobile robot quadcopter, buku manual, dan modul
praktikum dikategorikan sangat layak untuk diimplementasikan sebagai media
pembelajaran pada mata kuliah Robotika Jurusan Teknik Elektro Fakultas Teknik
Universitas Negeri Malang.
Kata kunci: pengembangan, trainer, mobile robot, quadcopter, robotika","",""
"281","PENGEMBANGAN MODUL MATA KULIAH ELEKTRONIKA DASAR II MATERI ROBOTIKA UNTUK MENINGKATKAN KEMANDIRIAN DAN PENGETAHUAN","Robotika","Penelitian ini bertujuan untuk mendesain Modul Elektronika
Dasar II pada materi robotika dan mengetahui persepsi
mahasiswa. Penelitian ini merupakan penelitian dan
pengembangan yang menggunakan model ADDIE. Subjek
penelitian ini yaitu ahli materi, ahli media serta 21 mahasiswa.
Instrument yang digunakan adalah lembar wawancara, lembar
validasi serta lembar angket persepsi. Teknik analisis data
kualitatif dilakukan secara deskriptif dan data kuantitatif dianalisis
menggunakan statistik deskriftif. Hasil penelitian ini berupa
modul cetak yang berisi materi tentang dasar robotika, piranti
pengendali, mikrokontroler dan aktuator. Modul dilengkapi
dengan kegiatan belajar mandiri merancang projek sederhana.
Hasil validasi ahli materi diperoleh skor 84 dengan kategori baik
dan hasil validasi ahli media diperoleh skor 109 dengan kategori
sangat baik. Hasil persepsi mahasiswa terhadap modul diperoleh
skor 1280 dengan kategori baik.
Kata kunci: Modul elektronika dasar II, mandiri, pengetahuan.","",""
"282","PENGEMBANGAN SISTEM INFORMASI LABORATORIUM TEKNIK INFORMATIKA DAN PENENTUAN PENGADAAN BAHAN HABIS PAKAI PRAKTIKUM MENGGUNAKAN ALGORITMA C4.5","Robotika","Laboratorium Teknik Informatika Politeknik
Negeri Banyuwangi bertugas untuk menyediakan sarana dan
prasarana untuk mendukung pendidikan vokasi untuk mencetak
tenaga terampil yang mampu bersaing di dunia kerja saat ini
melalui kegiatan praktikum di laboratorium. Pengelola
laboratorium mengalami kesulitan dalam mengelola,
melaporkan dan mengambil kebijakan karena sedikitnya
informasi tentang keadaan inventaris laboratorium baik
peralatan maupun bahan habis pakai. Kesulitan juga dialami
ketika menentukan pengajuan bahan habis pakai laboratorium
pada setiap tahunnya, seringkali terjadi perbaikan berulang kali
terhadap pengajuan bahkan pernah terjadi gagal pengadaan
pada tahun tertentu. Hal ini disebabkan oleh proses inventarisasi
serta pelayanan alat dan bahan habis pakai yang masih
menggunakan formulir tertulis dan program spreadsheet seperti
Microsoft Excel. Algoritma C4.5 merupakan algoritma dengan
menggunakan pohon keputusan. Semakin banyak data yang
digunakan sebagai bahan pembelajaran sistem, semakin tinggi
tingkat akurasi kinerja algoritma ini. Hasil implementasi sistem
informasi laboratorium menunjukkan bahwa sistem informasi
berbasis web ini sudah mampu melayani kebutuhan
peminjaman, pengembalian, pengelolaan dan pelaporan data
inventaris laboratorium. Sedangkan implementasi algoritma
C4.5 dalam menentukan kelayakan pengajuan pengadaan bahan
habis pakai laboratorium menunjukkan tingkat akurasi sebesar
89.47%
Kata Kunci— pohon keputusan, algoritma C4.5, sistem
informasi, laboratorium, inventaris.","",""
